0,0,0.0,1.0,0.23897
0,0,0.1,1.0,0.0
0,0,0.2,1.0,0.0
0,0,0.3,1.0,0.0
0,0,0.4,1.0,0.0
0,0,0.5,1.0,0.0
0,0,0.6,1.0,0.0
0,0,0.7,1.0,0.0
0,0,0.8,1.0,0.0
0,0,0.9,1.0,0.0
0,0,1.0,1.0,0.0
0,0,1.1,1.0,0.0
0,0,1.2,1.0,0.0
0,0,1.3,1.0,0.0
0,0,1.4,1.0,0.0
0,0,1.5,1.0,0.0
0,0,1.6,1.0,0.0
0,0,1.7,1.0,0.0
0,0,1.8,1.0,0.0
0,0,1.9,1.0,0.0
0,0,2.0,1.0,0.0
0,1,0.0,1.0,0.99
0,1,0.1,1.0,0.99
0,1,0.2,1.0,0.99
0,1,0.3,1.0,0.99
0,1,0.4,0.82059,0.49
0,1,0.5,0.82328,0.49
0,1,0.6,0.82341,0.49
0,1,0.7,0.8219,0.49
0,1,0.8,0.6868,0.33
0,1,0.9,0.68479,0.32452
0,1,1.0,0.66609,0.30779
0,1,1.1,0.62007,0.26579
0,1,1.2,0.57842,0.23727
0,1,1.3,0.56106,0.22367
0,1,1.4,0.50043,0.18194
0,1,1.5,0.45611,0.15742
0,1,1.6,0.42624,0.1392
0,1,1.7,0.33426,0.09101
0,1,1.8,0.14633,0.0
0,1,1.9,0.14617,0.0
0,1,2.0,0.14657,0.0
0,2,0.0,1.0,0.99
0,2,0.1,1.0,0.99
0,2,0.2,1.0,0.99
0,2,0.3,1.0,0.99
0,2,0.4,1.0,0.99
0,2,0.5,1.0,0.99
0,2,0.6,0.71426,0.49
0,2,0.7,0.71505,0.49
0,2,0.8,0.71522,0.49
0,2,0.9,0.71184,0.49
0,2,1.0,0.54952,0.33
0,2,1.1,0.51879,0.30061
0,2,1.2,0.42579,0.22985
0,2,1.3,0.10134,0.0
0,2,1.4,0.1019,0.0
0,2,1.5,0.10308,0.0
0,2,1.6,0.10402,0.0
0,2,1.7,0.10076,0.0
0,2,1.8,0.10211,0.0
0,2,1.9,0.10153,0.0
0,2,2.0,0.10212,0.0
0,3,0.0,1.0,0.99
0,3,0.1,1.0,0.99
0,3,0.2,1.0,0.99
0,3,0.3,1.0,0.99
0,3,0.4,1.0,0.99
0,3,0.5,1.0,0.99
0,3,0.6,1.0,0.99
0,3,0.7,0.66061,0.49
0,3,0.8,0.65912,0.49
0,3,0.9,0.6607,0.49
0,3,1.0,0.54988,0.38389
0,3,1.1,0.40821,0.25588
0,3,1.2,0.08344,0.0
0,3,1.3,0.0847,0.0
0,3,1.4,0.08589,0.0
0,3,1.5,0.08337,0.0
0,3,1.6,0.08368,0.0
0,3,1.7,0.08346,0.0
0,3,1.8,0.08273,0.0
0,3,1.9,0.08461,0.0
0,3,2.0,0.08388,0.0
0,4,0.0,1.0,0.99
0,4,0.1,1.0,0.99
0,4,0.2,1.0,0.99
0,4,0.3,1.0,0.99
0,4,0.4,1.0,0.99
0,4,0.5,1.0,0.99
0,4,0.6,1.0,0.99
0,4,0.7,1.0,0.99
0,4,0.8,0.62657,0.49
0,4,0.9,0.62617,0.49
0,4,1.0,0.51268,0.37944
0,4,1.1,0.25375,0.14928
0,4,1.2,0.07484,0.0
0,4,1.3,0.0754,0.0
0,4,1.4,0.07486,0.0
0,4,1.5,0.07293,0.0
0,4,1.6,0.07596,0.0
0,4,1.7,0.0755,0.0
0,4,1.8,0.0732,0.0
0,4,1.9,0.0755,0.0
0,4,2.0,0.07447,0.0
0,5,0.0,1.0,0.99
0,5,0.1,1.0,0.99
0,5,0.2,1.0,0.99
0,5,0.3,1.0,0.99
0,5,0.4,1.0,0.99
0,5,0.5,1.0,0.99
0,5,0.6,1.0,0.99
0,5,0.7,1.0,0.99
0,5,0.8,0.60338,0.49
0,5,0.9,0.60418,0.49
0,5,1.0,0.45086,0.33904
0,5,1.1,0.06849,0.0
0,5,1.2,0.06885,0.0
0,5,1.3,0.06794,0.0
0,5,1.4,0.06822,0.0
0,5,1.5,0.06905,0.0
0,5,1.6,0.06824,0.0
0,5,1.7,0.06815,0.0
0,5,1.8,0.06952,0.0
0,5,1.9,0.06973,0.0
0,5,2.0,0.06781,0.0
0,6,0.0,1.0,0.99
0,6,0.1,1.0,0.99
0,6,0.2,1.0,0.99
0,6,0.3,1.0,0.99
0,6,0.4,1.0,0.99
0,6,0.5,1.0,0.99
0,6,0.6,1.0,0.99
0,6,0.7,1.0,0.99
0,6,0.8,0.58777,0.49
0,6,0.9,0.59003,0.49
0,6,1.0,0.40456,0.31099
0,6,1.1,0.06334,0.0
0,6,1.2,0.06292,0.0
0,6,1.3,0.06212,0.0
0,6,1.4,0.06242,0.0
0,6,1.5,0.06323,0.0
0,6,1.6,0.06219,0.0
0,6,1.7,0.06276,0.0
0,6,1.8,0.06368,0.0
0,6,1.9,0.0626,0.0
0,6,2.0,0.06301,0.0
0,7,0.0,1.0,0.99
0,7,0.1,1.0,0.99
0,7,0.2,1.0,0.99
0,7,0.3,1.0,0.99
0,7,0.4,1.0,0.99
0,7,0.5,1.0,0.99
0,7,0.6,1.0,0.99
0,7,0.7,1.0,0.99
0,7,0.8,1.0,0.99
0,7,0.9,0.57808,0.49
0,7,1.0,0.3589,0.27833
0,7,1.1,0.05885,0.0
0,7,1.2,0.05817,0.0
0,7,1.3,0.05844,0.0
0,7,1.4,0.05753,0.0
0,7,1.5,0.05809,0.0
0,7,1.6,0.05786,0.0
0,7,1.7,0.05841,0.0
0,7,1.8,0.05921,0.0
0,7,1.9,0.05884,0.0
0,7,2.0,0.05786,0.0
0,8,0.0,1.0,0.99
0,8,0.1,1.0,0.99
0,8,0.2,1.0,0.99
0,8,0.3,1.0,0.99
0,8,0.4,1.0,0.99
0,8,0.5,1.0,0.99
0,8,0.6,1.0,0.99
0,8,0.7,1.0,0.99
0,8,0.8,1.0,0.99
0,8,0.9,0.56876,0.49
